#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Acc,Ei(eV),Ek(eV),g_i,g_k,Type
Fe,2,751.51022000,6.00000000E+04,D,5.82322475,7.47257120,6,8,
Fe,2,751.58298000,8.10000000E+03,D+,3.90341906,5.55260578,8,6,
Fe,2,751.78108000,1.59000000E+07,B+,11.35387140,13.00262360,6,8,
Fe,2,751.86804000,5.10000000E+06,B+,11.20650180,12.85506330,10,10,
Fe,2,752.07392000,5.80000000E+05,D+,9.76075790,11.40886810,4,6,
Fe,2,752.09157000,3.10000000E+05,D+,11.43451080,13.08258230,4,4,
Fe,2,752.20979000,7.60000000E+06,C+,11.27002450,12.91783700,4,4,
Fe,2,752.35544000,2.30000000E+06,D+,11.35387140,13.00136490,6,4,
Fe,2,752.50982000,1.78000000E+07,B+,11.20790780,12.85506330,8,10,
Fe,2,752.64528000,7.40000000E+05,D+,11.23778180,12.88464090,6,8,
Fe,2,753.07061000,1.89000000E+06,C+,11.04940380,12.69533270,6,8,
Fe,2,753.25065000,3.20000000E+06,C+,11.45101010,13.09654560,4,6,
Fe,2,753.66507000,2.70000000E+06,D+,11.35387140,12.99850210,6,4,
Fe,2,754.02415000,4.50000000E+06,C+,11.30338350,12.94723090,8,6,
Fe,2,754.33764000,5.70000000E+06,C+,11.35387140,12.99703580,6,6,
Fe,2,754.86616000,1.44000000E+07,B+,11.30338350,12.94539730,8,10,
Fe,2,756.52543000,2.90000000E+06,C+,11.04940380,12.68781630,6,6,
Fe,2,756.62179000,1.26000000E+07,B+,11.30338350,12.94158730,8,8,
Fe,2,757.04773000,5.30000000E+06,C+,11.05053420,12.68781630,8,6,
Fe,2,757.63305000,6.40000000E+06,D+,11.09303630,12.72905360,2,2,
Fe,2,758.01977000,6.80000000E+05,D+,11.43451080,13.06969340,4,6,
Fe,2,758.10922000,3.10000000E+05,D+,11.40886810,13.04385780,6,6,
Fe,1,758.37876000,3.02000000E+05,D+,3.01762252,4.65203107,7,5,
Fe,2,758.66445000,6.20000000E+06,B+,11.01643430,12.65022740,8,8,
Fe,2,758.76239000,7.20000000E+06,B+,11.23778180,12.87136400,6,8,
Fe,2,759.26040000,1.90000000E+05,D+,11.44156810,13.07407880,8,8,
Fe,2,759.44376000,8.00000000E+05,D+,11.35387140,12.98598800,6,6,
Fe,2,759.58888000,2.90000000E+05,D+,11.28854120,12.92034600,4,6,
Fe,2,760.02296000,1.10000000E+06,D+,11.43451080,13.06538350,4,6,
Fe,2,760.50902000,1.30000000E+05,D,11.44557200,13.07540250,2,4,
Fe,2,760.75857000,3.00000000E+06,D+,11.28854120,12.91783700,4,4,
Fe,2,761.38982000,9.00000000E+06,B+,11.35387140,12.98181650,6,8,
Fe,2,761.69258000,2.90000000E+06,C+,11.27002450,12.89732250,4,6,
Fe,2,761.82330000,5.80000000E+05,D+,11.27030370,12.89732250,6,6,
Fe,2,762.00557000,1.70000000E+06,D+,11.44744930,13.07407880,6,8,
Fe,2,762.12111000,1.74000000E+07,B+,9.76075790,11.38714090,4,4,
Fe,2,763.19333000,7.10000000E+06,C+,11.08969910,12.71379710,6,4,
Fe,2,763.62373000,1.10000000E+06,D+,11.43451080,13.05769340,4,4,
Fe,2,763.75153000,6.60000000E-03,C,0.04770753,1.67061856,8,6,M1
Fe,2,764.08217000,2.70000000E+04,D,10.98680060,12.60900940,10,10,
Fe,2,764.58958000,3.10000000E+04,D,8.07257280,9.69370510,8,8,
Fe,2,764.76482000,1.38000000E+07,B+,11.09303630,12.71379710,2,4,
Fe,2,764.78225000,1.90000000E+05,D+,11.28854120,12.90926500,4,6,
Fe,2,765.30969000,9.00000000E+04,D,11.43451080,13.05411760,4,4,
Fe,1,765.37584000,2.96000000E+06,C,4.79546566,6.41493251,5,5,
Fe,2,765.41903000,9.00000000E+04,D,12.08937860,13.70875400,6,6,
Fe,2,765.66636000,9.00000000E+04,D+,11.42565890,13.04451130,8,10,
Fe,2,765.75169000,6.00000000E+04,D,5.87558748,7.49425950,4,6,
Fe,2,765.76283000,8.40000000E+06,C+,11.35387140,12.97251990,6,4,
Fe,2,766.08986000,1.68000000E+07,B+,9.73591400,11.35387140,6,6,
Fe,2,766.25468000,1.00000000E+06,D+,11.40886810,13.02647750,6,8,
Fe,1,766.42933000,3.37000000E+05,D+,2.99035244,4.60759327,9,7,
Fe,2,766.46752000,1.90000000E+05,D+,11.44053320,13.05769340,6,4,
Fe,2,766.52796000,6.20000000E-03,C,0.10695023,1.72398297,4,2,M1
Fe,2,766.61370000,1.07000000E+07,C+,11.11220170,12.72905360,4,2,
Fe,2,766.81462000,1.30000000E+06,D+,11.29131110,12.90773940,6,8,
Fe,2,767.01724000,8.00000000E+05,D+,11.25536280,12.87136400,8,8,
Fe,2,767.86170000,1.96000000E+07,B+,11.38714090,13.00136490,4,4,
Fe,2,768.23515000,4.60000000E+05,D+,11.43451080,13.04795010,4,6,
Fe,2,768.63166000,2.00000000E+06,D+,9.77541400,11.38802100,2,2,
Fe,2,768.69261000,6.80000000E-03,C,0.08278213,1.69526130,6,4,M1
Fe,2,768.73869000,3.40000000E+06,C+,11.43451080,13.04689330,4,4,
Fe,2,768.84517000,1.59000000E+07,B+,11.07565710,12.68781630,4,6,
Fe,2,769.05141000,1.55000000E+07,B+,9.77541400,11.38714090,2,4,
Fe,2,769.06863000,2.40000000E+06,D+,12.08937860,13.70106940,6,6,
Fe,2,769.15075000,3.30000000E+06,D+,11.35387140,12.96539020,6,4,
Fe,2,769.22591000,4.40000000E+05,D+,11.38714090,12.99850210,4,4,
Fe,2,769.63446000,7.80000000E+06,C+,11.30733110,12.91783700,2,4,
Fe,2,769.75956000,2.00000000E+05,D+,11.44744930,13.05769340,6,4,
Fe,2,769.92656000,9.60000000E+06,B+,11.38714090,12.99703580,4,6,
Fe,2,770.18868000,5.00000000E+04,D,11.43451080,13.04385780,4,6,
Fe,2,770.45952000,3.80000000E+05,D+,11.28854120,12.89732250,4,6,
Fe,2,770.49366000,3.02000000E+07,B+,11.00029940,12.60900940,10,10,
Fe,1,771.03627000,7.86000000E+05,C+,4.22036211,5.82793998,9,11,
Fe,2,771.17204000,4.90000000E+04,C+,3.90341906,5.51071390,8,8,
Fe,2,771.62079000,1.00000000E+06,D+,11.44053320,13.04689330,6,4,
Fe,2,771.85075000,9.20000000E+06,B+,11.30338350,12.90926500,8,6,
Fe,2,772.13678000,7.20000000E+05,D+,11.39607830,13.00136490,4,4,
Fe,1,772.32068000,3.86000000E+03,B,2.27860466,3.88350907,5,7,
Fe,2,772.58472000,3.70000000E+06,C+,11.30338350,12.90773940,8,8,
Fe,2,773.06828000,9.00000000E+04,D,11.35387140,12.95722380,6,6,
Fe,2,773.16885000,1.09000000E+07,B+,9.70023960,11.30338350,8,8,
Fe,2,773.26561000,1.42000000E+06,C+,11.44156810,13.04451130,8,10,
Fe,2,773.31336000,1.93000000E-03,C,0.12113874,1.72398297,2,2,M1
Fe,2,773.91636000,3.50000000E+06,C+,11.11220170,12.71379710,4,4,
Fe,2,774.04884000,6.90000000E+06,C+,11.44557200,13.04689330,2,4,
Fe,2,774.16087000,7.20000000E+06,C+,11.38714090,12.98823040,4,2,
Fe,2,774.22473000,7.00000000E+04,D,11.39607830,12.99703580,4,6,
Fe,2,774.28949000,1.42000000E+07,B+,11.04940380,12.65022740,6,8,
Fe,2,774.29189000,1.10000000E+05,D+,11.42565890,13.02647750,8,8,
Fe,2,774.58669000,2.40000000E+05,D,11.38802100,12.98823040,2,2,
Fe,2,774.59281000,4.40000000E+05,D+,11.35387140,12.95406820,6,8,
Fe,1,774.82694000,2.19000000E+05,C,2.94879294,4.54850612,11,9,
Fe,2,774.83307000,4.00000000E+06,C+,11.25536280,12.85506330,8,10,
Fe,2,774.83661000,1.12000000E+07,B+,11.05053420,12.65022740,8,8,
Fe,2,774.84694000,1.11000000E+07,B+,11.43451080,13.03418270,4,6,
Fe,2,775.24664000,9.00000000E+05,D+,11.38714090,12.98598800,4,6,
Fe,2,775.55715000,4.80000000E+06,C+,9.84924220,11.44744930,8,6,
Fe,2,775.60071000,6.70000000E+06,C+,11.08969910,12.68781630,6,6,
Fe,2,776.62874000,3.00000000E+05,D+,11.44156810,13.03756990,8,10,
Fe,2,776.68648000,2.30000000E+05,D+,11.45101010,13.04689330,4,4,
Fe,2,777.34778000,9.70000000E+06,C+,11.43451080,13.02903630,4,2,
Fe,2,777.91667000,1.50000000E+05,D+,11.35387140,12.94723090,6,6,
Fe,2,778.03678000,7.30000000E+06,C+,9.76075790,11.35387140,4,6,
Fe,2,778.16662000,7.00000000E+04,D,11.45101010,13.04385780,4,6,
Fe,2,778.29984000,1.28000000E+07,B+,11.01643430,12.60900940,8,10,
Fe,2,778.50658000,4.00000000E+05,D+,11.39607830,12.98823040,4,2,
Fe,2,778.92790000,4.20000000E+06,C+,9.84924220,11.44053320,8,6,
Fe,2,778.97810000,1.40000000E+06,D+,11.30846140,12.89964980,4,6,
Fe,2,779.03431000,9.10000000E+06,B+,11.30338350,12.89445710,8,8,
Fe,2,780.11912000,1.40000000E+06,D+,11.30846140,12.89732250,4,6,
Fe,2,780.12503000,3.70000000E+04,D,5.90488507,7.49373410,2,4,
Fe,2,780.45975000,1.40000000E+05,D+,11.40886810,12.99703580,6,6,
Fe,2,780.68184000,2.00000000E+06,C+,11.35387140,12.94158730,6,8,
Fe,2,781.55385000,7.00000000E+04,D,11.44053320,13.02647750,6,8,
Fe,2,781.83257000,1.30000000E+06,D+,11.38714090,12.97251990,4,4,
Fe,2,782.05391000,3.50000000E+04,D,12.08937860,13.67430890,6,6,
Fe,2,782.09423000,5.40000000E+06,B+,11.30338350,12.88823210,8,10,
Fe,2,782.26687000,1.10000000E+05,D,11.38802100,12.97251990,2,4,
Fe,2,782.33163000,6.00000000E+04,D,11.20650180,12.79086950,10,10,
Fe,2,782.92219000,7.50000000E+05,D+,11.45101010,13.03418270,4,6,
Fe,2,782.97266000,8.00000000E+04,D+,7.51659730,9.09966790,12,10,
Fe,2,784.28850000,1.10000000E+05,D+,11.42099400,13.00140860,10,12,
Fe,2,784.39059000,8.00000000E+05,D,11.38714090,12.96734970,4,4,
Fe,2,784.46802000,2.60000000E+06,C+,11.29131110,12.87136400,6,8,
Fe,2,784.97705000,3.50000000E+04,D,11.44744930,13.02647750,6,8,
Fe,2,785.19364000,2.40000000E+04,D,6.22559822,7.80419090,6,8,
Fe,2,785.47551000,1.60000000E+06,D+,11.45101010,13.02903630,4,2,
Fe,2,785.91671000,2.90000000E+05,D+,8.92249180,10.49963220,6,8,
Fe,2,785.92690000,6.00000000E+04,D,11.40886810,12.98598800,6,6,
Fe,2,786.29544000,5.40000000E+05,D+,11.42565890,13.00203960,8,10,
Fe,2,786.87670000,6.00000000E+04,D,11.20790780,12.78312410,8,8,
Fe,2,787.41572000,2.90000000E+04,D,11.27030370,12.84444170,6,6,
Fe,2,787.69720000,4.30000000E+05,D+,11.42783310,13.00140860,10,12,
Fe,2,788.11530000,6.00000000E+04,D,7.53913680,9.11187750,10,8,
Fe,2,788.91025000,1.30000000E+06,D+,11.23216380,12.80331980,4,2,
Fe,2,789.44937000,1.70000000E+06,D+,11.38714090,12.95722380,4,6,
Fe,2,789.45885000,6.30000000E+05,D+,9.70023960,11.27030370,8,6,
Fe,2,790.76564000,3.00000000E+06,C+,9.73591400,11.30338350,6,8,
Fe,1,791.28657000,1.68000000E+02,A,0.85899575,2.42543332,11,9,
Fe,2,791.51067000,1.40000000E+06,D+,11.21906070,12.78505480,6,4,
Fe,2,792.33157000,6.10000000E+05,D+,11.23894810,12.80331980,2,2,
Fe,2,792.52422000,2.00000000E+06,D+,11.43451080,12.99850210,4,4,
Fe,2,792.69634000,2.30000000E+05,D+,11.40886810,12.97251990,6,4,
Fe,2,793.48865000,1.53000000E+06,C+,11.44053320,13.00262360,6,8,
Fe,1,793.53230000,6.40000000E-02,E,1.48486439,3.04686890,9,9,M1
Fe,1,794.10873000,1.82000000E+05,C+,3.27398440,4.83485507,3,3,
Fe,2,794.12854000,1.60000000E+05,D+,11.44053320,13.00136490,6,4,
Fe,2,794.50608000,6.10000000E+05,D+,11.38714090,12.94723090,4,6,
Fe,2,794.52344000,6.90000000E+05,D+,11.48683730,13.04689330,4,4,
Fe,2,795.43674000,2.20000000E+04,D,11.44377490,13.00203960,10,10,
Fe,2,795.58777000,2.00000000E+06,D+,11.44053320,12.99850210,6,4,
Fe,2,795.75901000,2.60000000E+05,D+,11.44377490,13.00140860,10,12,
Fe,2,796.33729000,6.50000000E+05,D+,11.44053320,12.99703580,6,6,
Fe,2,796.90326000,1.60000000E+06,D+,9.73591400,11.29131110,6,6,
Fe,2,796.90510000,4.00000000E+06,C+,11.35387140,12.90926500,6,6,
Fe,2,797.01743000,1.30000000E+06,D+,11.44744930,13.00262360,6,8,
Fe,2,797.04367000,2.50000000E+06,C+,9.70023960,11.25536280,8,8,
Fe,2,797.30569000,1.90000000E+05,E,12.16658630,13.72119830,14,12,
Fe,2,797.46908000,1.90000000E+05,D+,9.65361430,11.20790780,10,8,
Fe,2,797.66303000,1.10000000E+05,D,11.44744930,13.00136490,6,4,
Fe,2,798.18939000,2.40000000E+05,D+,11.23216380,12.78505480,4,4,
Fe,2,798.19111000,2.90000000E+06,C+,9.65361430,11.20650180,10,10,
Fe,2,798.81238000,2.10000000E+05,D+,11.30338350,12.85506330,8,10,
Fe,2,799.13529000,2.00000000E+06,D+,11.44744930,12.99850210,6,4,
Fe,2,799.66968000,9.00000000E+05,D+,11.19585100,12.74586730,8,6,
Fe,2,800.50946000,1.60000000E+05,D+,11.23666450,12.78505480,4,4,
Fe,2,800.52735000,1.30000000E+05,D+,11.40886810,12.95722380,6,6,
Fe,2,800.86473000,1.00000000E+06,D+,9.76075790,11.30846140,4,4,
Fe,2,801.08754000,4.20000000E+05,D+,11.23778180,12.78505480,6,4,
Fe,2,801.69185000,3.30000000E+05,D+,11.23894810,12.78505480,2,4,
Fe,2,802.02996000,2.30000000E+06,C+,11.44053320,12.98598800,6,6,
Fe,2,802.73533000,1.50000000E+05,E,12.16465720,13.70875400,4,6,
Fe,2,803.42426000,1.60000000E+04,E,11.66167190,13.20444470,10,10,
Fe,2,803.69889000,5.00000000E+04,D,7.55767760,9.09992330,8,6,
Fe,2,803.86594000,3.00000000E+05,D+,11.45948340,13.00140860,10,12,
Fe,2,804.52676000,2.00000000E+06,D+,11.26266110,12.80331980,2,2,
Fe,2,804.56490000,3.50000000E+05,D+,11.35387140,12.89445710,6,8,
Fe,2,804.82781000,2.50000000E+05,D+,11.42783310,12.96791550,10,12,
Fe,2,805.63529000,1.20000000E+06,D+,11.44744930,12.98598800,6,6,
Fe,2,806.01592000,1.20000000E+05,D,6.80308000,8.34089230,6,4,
Fe,2,806.42846000,1.40000000E+06,D+,9.90454250,11.44156810,6,8,
Fe,2,806.75039000,7.50000000E+06,D+,12.16465720,13.70106940,4,6,
Fe,2,806.97180000,4.10000000E+06,C+,9.90454250,11.44053320,6,6,
Fe,1,807.51490000,1.19000000E+02,B+,0.91460217,2.44955978,9,7,
Fe,2,807.82563000,1.30000000E+06,D+,11.44744930,12.98181650,6,8,
Fe,2,807.92271000,1.80000000E+06,E,12.18701550,13.72119830,12,12,
Fe,2,807.99910000,1.50000000E+05,D+,11.23666450,12.77070220,4,6,
Fe,2,808.39040000,2.50000000E+05,D,11.27002450,12.80331980,4,2,
Fe,2,808.58806000,5.80000000E+05,D+,11.23778180,12.77070220,6,6,
Fe,2,809.08088000,8.00000000E+04,D,11.44053320,12.97251990,6,4,
Fe,2,809.11762000,9.00000000E+05,D+,9.77541400,11.30733110,2,2,
Fe,2,809.36556000,4.40000000E+06,C+,11.16388490,12.69533270,10,8,
Fe,2,809.83867000,1.30000000E+06,D+,9.76075790,11.29131110,4,6,
Fe,2,810.14830000,1.15000000E+07,B+,9.90454250,11.43451080,6,4,
Fe,2,810.97761000,6.60000000E+05,D+,11.16692910,12.69533270,10,8,
Fe,2,813.24595000,2.30000000E+05,D+,11.44377490,12.96791550,10,12,
Fe,2,814.00838000,1.90000000E+05,D+,11.43451080,12.95722380,4,6,
Fe,2,814.17915000,2.70000000E+06,D+,11.26266110,12.78505480,2,4,
Fe,2,815.75714000,4.90000000E+06,C+,9.73591400,11.25536280,6,8,
Fe,2,816.09429000,8.00000000E+05,D+,9.70023960,11.21906070,8,6,
Fe,2,817.65156000,1.40000000E+05,D+,11.42565890,12.94158730,8,8,
Fe,2,817.96934000,1.00000000E+06,D+,11.25536280,12.77070220,8,6,
Fe,2,818.13628000,4.50000000E+06,C+,11.27002450,12.78505480,4,4,
Fe,2,818.22186000,7.00000000E+06,D,12.16658630,13.68145800,14,14,
Fe,2,818.28709000,1.70000000E+06,D+,11.27030370,12.78505480,6,4,
Fe,2,818.85338000,1.20000000E+05,D+,11.23216380,12.74586730,4,6,
Fe,2,819.06370000,3.60000000E+05,D+,9.65361430,11.16692910,10,10,
Fe,1,820.41017000,9.76000000E+00,B+,0.91460217,2.42543332,9,9,
Fe,2,820.71466000,1.33000000E+06,C+,9.65361430,11.16388490,10,10,
Fe,2,820.89641000,2.80000000E+04,D,7.49373410,9.00367040,4,6,
Fe,2,820.98432000,1.50000000E+05,D+,11.44744930,12.95722380,6,6,
Fe,2,821.05114000,4.40000000E+04,D,12.16465720,13.67430890,4,6,
Fe,2,821.10873000,5.00000000E+05,D+,9.76075790,11.27030370,4,6,
Fe,2,821.29531000,9.00000000E+05,D+,11.23666450,12.74586730,4,6,
Fe,2,821.71500000,1.30000000E+05,D+,11.45948340,12.96791550,10,12,
Fe,2,821.90382000,9.50000000E+06,B+,11.23778180,12.74586730,6,6,
Fe,1,822.03770000,1.69000000E+07,C+,4.32010008,5.82793998,13,11,
Fe,2,822.13132000,3.40000000E+06,C+,9.70023960,11.20790780,8,8,
Fe,2,822.69042000,2.30000000E+06,C+,9.94080570,11.44744930,4,6,
Fe,2,822.89873000,1.61000000E+07,B+,9.70023960,11.20650180,8,10,
Fe,2,823.71676000,1.33000000E+07,C+,9.94080570,11.44557200,4,2,
Fe,2,823.79183000,2.80000000E+05,D+,9.84924220,11.35387140,8,6,
Fe,1,823.91268000,1.30000000E+04,C+,2.42419831,3.92860683,3,5,
Fe,2,825.06884000,1.00000000E+05,E,12.16658630,13.66888670,14,12,
Fe,2,825.44134000,1.10000000E+05,D+,11.44377490,12.94539730,10,10,
Fe,2,825.96101000,2.50000000E+05,D+,11.27002450,12.77070220,4,6,
Fe,2,825.98410000,6.00000000E+04,D+,11.41758600,12.91822200,8,10,
Fe,2,826.11471000,6.70000000E+05,D+,11.27030370,12.77070220,6,6,
Fe,2,826.61978000,6.30000000E+06,B+,11.19585100,12.69533270,8,8,
Fe,2,828.05116000,1.85000000E+07,C+,11.23216380,12.72905360,4,2,
Fe,2,828.25930000,1.34000000E+07,B+,11.28854120,12.78505480,4,4,
Fe,2,828.40528000,2.90000000E+06,C+,9.73591400,11.23216380,6,4,
Fe,2,828.54994000,1.23000000E+07,C+,11.30733110,12.80331980,2,2,
Fe,2,828.66924000,1.10000000E+05,E,12.08937860,13.58515180,6,8,
Fe,2,828.75895000,5.50000000E+06,B+,9.70023960,11.19585100,8,8,
Fe,2,828.78774000,4.50000000E+07,B+,9.65361430,11.14917370,10,12,
Fe,2,829.17640000,4.40000000E+07,B+,11.30846140,12.80331980,4,2,
Fe,2,829.24408000,2.24000000E+07,B+,11.21906070,12.71379710,6,4,
Fe,1,829.35125000,1.41000000E+05,D+,3.30092244,4.79546566,5,5,
Fe,2,829.79519000,3.24000000E+07,B+,11.29131110,12.78505480,6,4,
Fe,2,829.81661000,1.24000000E+07,B+,9.94080570,11.43451080,4,4,
Fe,2,830.08430000,2.30000000E+04,D,11.49276460,12.98598800,6,6,
Fe,2,830.78425000,1.60000000E+07,B+,11.19585100,12.68781630,8,6,
Fe,2,831.59847000,2.92000000E+07,B+,11.25536280,12.74586730,8,6,
Fe,2,831.82120000,2.01000000E+07,B+,11.23894810,12.72905360,2,2,
Fe,1,832.15286000,4.10000000E-02,E,1.55735733,3.04686890,7,9,M1
Fe,2,832.53331000,2.54000000E+07,B+,11.20650180,12.69533270,10,8,
Fe,1,832.70549000,9.57000000E+05,B,2.19786640,3.68638944,5,3,
Fe,2,833.32026000,1.76000000E+07,B+,11.20790780,12.69533270,8,8,
Fe,2,833.92710000,2.06000000E+07,B+,11.16388490,12.65022740,10,8,
Fe,2,835.28279000,1.95000000E+07,B+,9.96164180,11.44557200,2,2,
Fe,2,835.63859000,4.80000000E+06,B+,11.16692910,12.65022740,10,8,
Fe,2,835.72402000,1.60000000E+07,B+,9.73591400,11.21906070,6,6,
Fe,1,836.56315000,1.69000000E+05,C,3.25148176,4.73314079,7,7,
Fe,2,836.57771000,1.34000000E+07,B+,11.23216380,12.71379710,4,4,
Fe,2,836.66249000,6.00000000E+05,E,12.08937860,13.57086170,6,4,
Fe,2,837.55269000,9.30000000E+06,B+,11.20790780,12.68781630,8,6,
Fe,2,837.66238000,2.90000000E+05,D+,11.46011960,12.93983430,12,14,
Fe,2,838.52630000,7.50000000E+06,C+,9.76075790,11.23894810,4,2,
Fe,1,838.77711000,6.09000000E+05,B,2.17594512,3.65369332,7,5,
Fe,2,838.79104000,5.40000000E+06,C+,11.30733110,12.78505480,2,4,
Fe,2,839.61582000,2.70000000E+04,D,11.21906070,12.69533270,6,8,
Fe,2,839.86002000,9.60000000E+06,B+,11.27002450,12.74586730,4,6,
Fe,2,840.01894000,1.18000000E+07,B+,11.27030370,12.74586730,6,6,
Fe,2,840.22900000,4.20000000E+04,D+,11.42717930,12.90237400,12,14,
Fe,2,840.42598000,2.00000000E+06,D+,11.23894810,12.71379710,2,4,
Fe,2,841.55579000,1.20000000E+06,D+,9.96164180,11.43451080,2,4,
Fe,2,842.05609000,1.03000000E+07,B+,9.73591400,11.20790780,6,8,
Fe,2,842.11326000,1.80000000E+04,D,12.18701550,13.65890940,12,10,
Fe,2,842.39255000,2.28000000E+07,B+,9.76075790,11.23216380,4,4,
Fe,2,843.91261000,9.30000000E+06,B+,11.21906070,12.68781630,6,6,
Fe,2,845.10148000,4.80000000E+06,B+,9.70023960,11.16692910,8,10,
Fe,1,846.84060000,2.63000000E+05,B,2.22271209,3.68638944,3,3,
Fe,2,846.85918000,1.92000000E+07,B+,9.70023960,11.16388490,8,10,
Fe,2,846.92346000,3.32000000E+07,B+,9.77541400,11.23894810,2,2,
Fe,2,847.03655000,4.70000000E+04,D,6.72932284,8.19266160,6,6,
Fe,2,847.11026000,3.50000000E+06,E,12.20567520,13.66888670,10,12,
Fe,2,849.01021000,1.75000000E+07,B+,9.73591400,11.19585100,6,8,
Fe,2,849.06913000,2.95000000E+07,B+,11.14917370,12.60900940,12,10,
Fe,2,849.96165000,2.27000000E+07,B+,9.76075790,11.21906070,4,6,
Fe,2,850.40009000,9.30000000E+06,B+,11.23778180,12.69533270,6,8,
Fe,2,850.53126000,2.60000000E+04,D,11.28854120,12.74586730,4,6,
Fe,2,850.86772000,1.44000000E+07,B+,9.77541400,11.23216380,2,4,
Fe,1,851.40714000,1.09000000E+05,B,2.19786640,3.65369332,5,5,
Fe,2,851.50917000,1.00000000E+06,D+,11.23216380,12.68781630,4,6,
Fe,1,851.51092000,1.11000000E+05,B,3.01762252,4.47327202,7,7,
Fe,2,852.15094000,1.30000000E+05,D+,11.29131110,12.74586730,6,6,
Fe,2,852.25628000,6.20000000E+06,B+,11.19585100,12.65022740,8,8,
Fe,1,852.66690000,1.77000000E+06,C,4.91297355,6.36664959,9,9,
Fe,2,855.50983000,3.70000000E+06,E,12.18701550,13.63586090,12,12,
Fe,2,857.71260000,7.00000000E+05,D+,11.16388490,12.60900940,10,10,
Fe,1,858.22581000,7.40000000E+04,C,2.99035244,4.43461275,9,9,
Fe,2,858.54369000,3.80000000E+06,C+,11.20650180,12.65022740,10,8,
Fe,2,859.28274000,1.00000000E+05,D+,11.30338350,12.74586730,8,6,
Fe,2,859.45368000,2.40000000E+04,D,12.16658630,13.60878320,14,12,
Fe,2,859.52321000,1.90000000E+05,D+,11.16692910,12.60900940,10,10,
Fe,2,859.70356000,1.60000000E+07,D,12.18701550,13.62879330,12,14,
Fe,1,859.88280000,6.69000000E+05,B,4.38646275,5.82793998,11,11,
Fe,1,861.18033000,1.27000000E+06,C+,2.84504259,4.28434800,3,1,
Fe,2,861.69498000,3.60000000E-02,D+,0.23217279,1.67061856,10,6,E2
Fe,1,862.16007000,3.89000000E+04,D+,2.94879294,4.38646275,11,11,
Fe,2,865.18274000,3.50000000E+05,E,12.18701550,13.61966260,12,10,
Fe,1,866.18993000,5.16000000E+05,C+,2.22271209,3.65369332,3,5,
Fe,2,866.67179000,3.40000000E+06,E,12.20567520,13.63586090,10,12,
Fe,2,867.03979000,1.20000000E+07,E,12.20567520,13.63525380,10,8,
Fe,1,867.47457000,6.17000000E+05,C,2.83159117,4.26045326,5,3,
Fe,2,867.85705000,3.30000000E+04,D,7.49425950,8.92249180,6,6,
Fe,1,868.86233000,7.74000000E+05,B,2.17594512,3.60252504,7,7,
Fe,2,868.98611000,1.70000000E+05,D+,11.46011960,12.88649630,12,12,
Fe,2,869.80795000,2.80000000E+06,C+,11.27030370,12.69533270,6,8,
Fe,1,869.94548000,4.08000000E+06,D+,4.95563019,6.38043390,7,9,
Fe,2,870.11576000,9.00000000E+05,E,12.16658630,13.59111110,14,14,
Fe,1,871.31875000,3.33000000E+04,C,2.94879294,4.37135106,11,9,
Fe,2,871.80314000,2.20000000E+06,D,12.18701550,13.60878320,12,12,
Fe,2,872.23640000,8.90000000E+06,B+,9.84924220,11.27030370,8,6,
Fe,2,872.24606000,4.20000000E+07,B+,12.16658630,13.58763200,14,16,
Fe,2,873.27458000,1.50000000E+07,E,12.22098690,13.64035900,8,6,
Fe,2,874.03012000,2.80000000E+07,D+,12.28292420,13.70106940,4,6,
Fe,2,874.24796000,5.20000000E+05,D+,11.27002450,12.68781630,4,6,
Fe,2,875.01774000,5.00000000E+05,E,12.08937860,13.50592310,6,6,
Fe,1,875.71869000,3.52000000E+05,C,2.84504259,4.26045326,3,3,
Fe,2,875.84190000,3.10000000E+07,D+,12.16465720,13.57986870,4,2,
Fe,2,876.42691000,1.50000000E+06,E,12.22098690,13.63525380,8,8,
Fe,2,876.60020000,1.90000000E+06,D,12.20567520,13.61966260,10,10,
Fe,2,877.55705000,9.00000000E+05,D+,11.23778180,12.65022740,6,8,
Fe,1,879.05209000,3.20000000E+06,C,4.98804995,6.39809335,5,7,
Fe,1,880.46243000,1.67000000E+04,B,2.27860466,3.68638944,5,3,
Fe,2,880.89332000,9.00000000E+04,E,12.20567520,13.61277140,10,12,
Fe,2,881.33713000,2.60000000E+07,D,12.22098690,13.62737450,8,10,
Fe,2,881.45191000,3.00000000E+07,D+,12.16465720,13.57086170,4,4,
Fe,2,881.99681000,3.50000000E+05,D+,11.30846140,12.71379710,4,4,
Fe,1,882.42195000,3.53000000E+05,C,2.19786640,3.60252504,5,7,
Fe,2,882.77579000,2.40000000E+07,C,12.18701550,13.59111110,12,14,
Fe,2,882.88696000,2.60000000E+05,D+,9.90454250,11.30846140,6,4,
Fe,2,883.39718000,3.10000000E+07,D,12.20567520,13.60878320,10,12,
Fe,2,883.77539000,1.26000000E+06,C+,11.20650180,12.60900940,10,10,
Fe,1,883.84282000,3.83000000E+05,C,2.85805275,4.26045326,1,3,
Fe,2,883.90620000,1.90000000E+04,D,11.51804600,12.92034600,6,6,
Fe,2,884.70398000,3.30000000E+07,E,12.08937860,13.49041400,6,6,
Fe,2,886.19662000,1.10000000E+07,D,12.22098690,13.61966260,8,10,
