#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Acc,Ei(eV),Ek(eV),g_i,g_k,Type
Fe,1,609.36422000,1.20000000E+06,E,4.60759327,6.64167865,7,5,
Fe,1,609.43725000,7.30000000E+05,E,4.65203107,6.68587270,5,3,
Fe,1,609.66638000,3.40000000E+05,E,3.98410712,6.01718438,5,7,
Fe,1,610.32931000,1.52000000E+06,C,4.73314079,6.76400977,7,9,
Fe,2,611.33192000,1.70000000E+03,E,3.22131344,5.24885175,8,6,
Fe,1,612.02457000,2.12000000E+01,B+,0.91460217,2.93984587,9,9,
Fe,1,612.79059000,7.87000000E+05,D+,4.14264893,6.16536100,7,9,
Fe,2,612.96951000,3.00000000E+02,E,3.19945278,5.22157443,10,10,
Fe,1,613.66146000,1.01000000E+06,B,2.45343044,4.47327202,9,7,
Fe,1,613.69936000,6.62000000E+04,B,2.19786640,4.21758325,5,3,
Fe,1,613.76910000,1.00000000E+06,B,2.58810592,4.60759327,7,7,
Fe,1,614.17305000,1.23000000E+06,B,3.60252504,5.62068415,7,5,
Fe,2,614.77343000,1.30000000E+05,E,3.88869686,5.90488507,4,2,
Fe,1,614.78340000,5.37000000E+05,C+,4.07581091,6.09196644,9,7,
Fe,2,614.92460000,1.30000000E+05,E,3.88919250,5.90488507,2,2,
Fe,1,615.16170000,1.77000000E+04,B,2.17594512,4.19086081,7,5,
Fe,2,615.54547000,7.00000000E+04,D,10.75078280,12.76444230,4,6,
Fe,1,615.77276000,1.20000000E+06,D,4.07581091,6.08872711,9,9,
Fe,1,616.35434000,8.44000000E+03,C+,2.19786640,4.20888328,5,5,
Fe,1,616.53595000,6.54000000E+05,C+,4.14264893,6.15307342,7,9,
Fe,2,617.26266000,3.30000000E+05,D+,9.65361430,11.66167190,10,10,
Fe,1,617.33340000,2.31000000E+05,B,2.22271209,4.23053960,3,1,
Fe,2,617.51369000,1.80000000E+05,D+,6.22249688,8.22973820,8,8,
Fe,2,617.93905000,5.00000000E+04,E,5.56875734,7.57461700,8,6,
Fe,1,618.02019000,5.59000000E+04,D+,2.72754450,4.73314079,9,7,
Fe,1,618.79889000,4.10000000E+05,E,3.94332623,5.94639870,7,9,
Fe,1,619.15572000,7.41000000E+05,C+,2.43269470,4.43461275,11,9,
Fe,1,620.03122000,9.06000000E+04,C+,2.60850194,4.60759327,5,7,
Fe,1,621.34291000,1.90000000E+05,D+,2.22271209,4.21758325,3,3,
Fe,1,621.51431000,1.18000000E+06,C+,4.18636440,6.18068544,5,7,
Fe,1,621.92802000,1.27000000E+05,B,2.19786640,4.19086081,5,5,
Fe,1,622.92256000,8.97000000E+04,D+,2.84504259,4.83485507,3,3,
Fe,1,623.07219000,9.99000000E+05,B,2.55917148,4.54850612,9,9,
Fe,1,623.12605000,1.70000000E-01,E,1.55735733,3.54652001,7,5,M1
Fe,1,623.26400000,3.42000000E+06,B,3.65369332,5.64241573,5,3,
Fe,2,623.83862000,8.00000000E+04,D,3.88869686,5.87558748,4,4,
Fe,2,623.99428000,1.10000000E+04,E,3.88919250,5.87558748,2,4,
Fe,1,624.06459000,2.30000000E+04,D+,2.22271209,4.20888328,3,5,
Fe,1,624.63177000,3.24000000E+06,B,3.60252504,5.58689276,7,7,
Fe,2,624.75570000,1.60000000E+05,D,3.89161339,5.87558748,6,4,
Fe,1,625.25546000,3.19000000E+05,B,2.40407444,4.38646275,13,11,
Fe,1,625.42574000,2.13000000E+05,C+,2.27860466,4.26045326,5,3,
Fe,1,625.63608000,7.40000000E+04,C,2.45343044,4.43461275,9,9,
Fe,1,626.51320000,6.84000000E+04,B,2.17594512,4.15435379,7,7,
Fe,1,627.02231000,1.39000000E+05,D,2.85805275,4.83485507,1,3,
Fe,2,627.07654000,1.40000000E+05,D,8.93220100,10.90883240,4,6,
Fe,1,627.12776000,3.05000000E+04,C+,3.33201954,5.30848946,11,11,
Fe,1,628.06167000,6.26000000E+02,B+,0.85899575,2.83252676,11,11,
Fe,2,629.18260000,6.30000000E+07,B+,10.93009680,12.90011190,4,6,
Fe,1,629.77923000,6.12000000E+04,B,2.22271209,4.19086081,3,5,
Fe,1,630.14996000,6.43000000E+06,B,3.65369332,5.62068415,5,5,
Fe,2,630.24101000,4.70000000E+04,D,7.72699840,9.69370510,8,8,
Fe,2,630.52956000,1.40000000E+05,D+,6.21873433,8.18454100,10,10,
Fe,1,631.14991000,2.42000000E+04,C+,2.83159117,4.79546566,5,5,
Fe,1,631.53056000,1.40000000E+06,C,4.14264893,6.10533975,7,7,
Fe,1,631.58107000,4.00000000E+05,D,4.07581091,6.03834476,9,9,
Fe,2,631.73871000,6.00000000E+04,D,6.22249688,8.18454100,8,10,
Fe,1,631.80176000,3.75000000E+05,D+,2.45343044,4.41527878,9,7,
Fe,2,631.93579000,1.10000000E+05,D+,9.70023960,11.66167190,8,10,
Fe,1,632.26847000,6.95000000E+04,C+,2.58810592,4.54850612,7,9,
Fe,2,632.85066000,4.90000000E+05,D+,10.98680060,12.94539730,10,10,
Fe,2,633.08307000,4.70000000E+05,D+,10.93657930,12.89445710,8,8,
Fe,1,633.08475000,6.40000000E+05,E,4.73314079,6.69101333,7,5,
Fe,2,633.19542000,1.80000000E+05,D+,6.21691620,8.17444660,6,8,
Fe,1,633.53296000,1.58000000E+05,C+,2.19786640,4.15435379,5,7,
Fe,1,633.68231000,7.71000000E+06,B,3.68638944,5.64241573,3,3,
Fe,1,633.88755000,5.10000000E+06,D,4.79546566,6.75085864,5,3,
Fe,1,634.41475000,1.80000000E+04,B,2.43269470,4.38646275,11,11,
Fe,2,634.75541000,2.90000000E+05,D+,9.70023960,11.65295910,8,8,
Fe,2,634.91396000,2.20000000E+05,D,8.60785270,10.56008460,2,2,
Fe,1,635.38355000,7.87000000E+00,B+,0.91460217,2.86539125,9,7,
Fe,1,635.50278000,1.69000000E+05,C,2.84504259,4.79546566,3,5,
Fe,2,635.71615000,3.55000000E+07,B+,10.90883240,12.85860080,6,8,
Fe,1,635.86321000,5.19000000E+05,C+,4.14264893,6.09196644,7,7,
Fe,1,635.86960000,4.32000000E+02,A,0.85899575,2.80829367,11,13,
Fe,2,636.24596000,8.80000000E+06,C+,10.90883240,12.85697730,6,6,
Fe,1,636.28755000,2.80000000E+05,E,4.18636440,6.13438193,5,7,
Fe,1,636.43637000,2.10000000E+06,E,4.79546566,6.74302768,5,3,
Fe,2,636.74116000,3.90000000E+06,C+,10.93009680,12.87672660,4,6,
Fe,2,636.90213000,2.70000000E+06,D+,11.29131110,13.23744890,6,8,
Fe,2,636.94591000,2.10000000E+03,D,2.89101830,4.83702231,6,4,
Fe,2,637.17142000,3.30000000E+05,D+,7.70829900,9.65361430,8,10,
Fe,2,637.57965000,4.00000000E+07,B+,10.93405070,12.87812040,2,4,
Fe,2,637.76712000,5.80000000E+06,C+,10.90883240,12.85233070,6,6,
Fe,1,638.07429000,1.38000000E+06,C,4.18636440,6.12892712,5,5,
Fe,2,638.20952000,3.10000000E+05,D,8.99189960,10.93405070,4,2,
Fe,2,638.37302000,1.10000000E+05,D,5.55260578,7.49425950,6,6,
Fe,2,638.54578000,8.00000000E+04,D,5.55260578,7.49373410,6,4,
Fe,2,638.67237000,4.60000000E+04,D,6.80308000,8.74382370,6,8,
Fe,2,638.92871000,8.00000000E+06,C+,11.30733110,13.24729610,2,4,
Fe,1,639.36001000,4.81000000E+05,C,2.43269470,4.37135106,11,9,
Fe,1,639.37060000,9.30000000E-02,E,1.60789577,3.54652001,5,5,M1
Fe,1,640.00000000,9.27000000E+06,B,3.60252504,5.53924278,7,9,
Fe,1,640.03163000,8.69000000E+02,C+,0.91460217,2.85122419,9,9,
Fe,1,640.80171000,3.12000000E+06,B,3.68638944,5.62068415,3,5,
Fe,1,641.16477000,4.43000000E+06,B,3.65369332,5.58689276,5,7,
Fe,2,641.42583000,1.25000000E+07,B+,11.04940380,12.98181650,6,8,
Fe,2,641.55512000,2.30000000E+05,D+,8.56760900,10.49963220,6,8,
Fe,2,641.69191000,4.00000000E+04,E,3.89161339,5.82322475,6,6,
Fe,2,641.96268000,3.00000000E+06,D+,11.01643430,12.94723090,8,6,
Fe,1,641.99484000,1.20000000E+07,D,4.73314079,6.66384071,7,7,
Fe,1,642.13496000,3.04000000E+05,B,2.27860466,4.20888328,5,5,
Fe,2,642.41787000,3.00000000E+05,D,10.45927960,12.38870820,4,2,
Fe,2,642.57292000,1.59000000E+07,B+,11.01643430,12.94539730,8,10,
Fe,1,643.08447000,1.77000000E+05,B,2.17594512,4.10337372,7,9,
Fe,2,643.26741000,1.60000000E+06,D+,10.93009680,12.85697730,4,6,
Fe,2,643.26760000,8.50000000E+03,C+,2.89101830,4.81789820,6,6,
Fe,2,643.38171000,2.90000000E+04,D,6.21873433,8.14527250,10,10,
Fe,2,643.84463000,3.10000000E+06,C+,11.01643430,12.94158730,8,8,
Fe,2,644.29579000,4.30000000E+04,D,5.54876624,7.47257120,8,8,
Fe,2,644.64071000,1.30000000E+05,D+,6.22249688,8.14527250,8,10,
Fe,2,645.51528000,3.60000000E+07,C+,10.93405070,12.85422120,2,2,
Fe,2,645.58444000,6.00000000E+04,D,9.76075790,11.68072280,4,6,
Fe,2,645.63796000,1.70000000E+05,D,3.90341906,5.82322475,8,6,
Fe,1,646.27121000,9.70000000E+04,C,0.91460217,2.83252676,9,11,
Fe,1,646.27255000,5.60000000E+04,C,2.45343044,4.37135106,9,9,
Fe,2,646.43858000,4.50000000E+04,D,10.77790470,12.69533270,8,8,
Fe,2,646.56768000,2.10000000E+05,D+,9.73591400,11.65295910,6,8,
Fe,1,646.91918000,8.30000000E+06,E,4.83485507,6.75085864,3,3,
Fe,1,647.56236000,2.60000000E+04,C,2.55917148,4.47327202,9,7,
Fe,1,648.18695000,3.29000000E+04,B,2.27860466,4.19086081,5,5,
Fe,2,648.22040000,1.90000000E+05,D+,6.21873433,8.13089180,10,12,
Fe,2,648.53558000,4.20000000E+05,D+,11.78422410,13.69545230,6,4,
Fe,2,648.73388000,6.00000000E+04,D,6.80725830,8.71790230,8,10,
Fe,2,648.84019000,8.10000000E+06,C+,11.07565710,12.98598800,4,6,
Fe,2,648.93171000,6.80000000E+06,C+,10.90883240,12.81889390,6,4,
Fe,2,649.16630000,1.78000000E+07,B+,10.90883240,12.81820370,6,8,
Fe,2,649.30407000,8.00000000E+04,D,5.58476799,7.49373410,4,4,
Fe,1,649.49801000,7.66000000E+05,B,2.40407444,4.31247059,13,11,
Fe,2,649.52100000,4.70000000E+07,B+,11.09303630,13.00136490,2,4,
Fe,1,649.57410000,6.40000000E+06,E,4.83485507,6.74302768,3,3,
Fe,1,649.64653000,7.80000000E+06,E,4.79546566,6.70342551,5,5,
Fe,2,649.69415000,2.39000000E+07,B+,11.04940380,12.95722380,6,6,
Fe,1,649.89380000,4.64000000E+02,B+,0.95815732,2.86539125,7,7,
Fe,2,650.04800000,7.20000000E+06,C+,10.90883240,12.81561390,6,6,
Fe,2,651.07242000,3.70000000E+06,C+,10.90883240,12.81261370,6,8,
Fe,2,651.60769000,8.30000000E+03,C+,2.89101830,4.79323577,6,8,
Fe,2,651.78954000,3.40000000E+04,D,7.26939480,9.17108150,10,12,
Fe,1,651.83654000,1.13000000E+05,D+,2.83159117,4.73314079,5,7,
Fe,2,651.87705000,8.00000000E+04,D,10.98680060,12.88823210,10,10,
Fe,2,651.97593000,1.00000000E+05,D,9.00768930,10.90883240,8,6,
Fe,2,652.47268000,2.70000000E+05,D+,10.98680060,12.88649630,10,12,
Fe,2,653.11510000,6.80000000E+06,C+,11.04940380,12.94723090,6,6,
Fe,2,653.17740000,2.50000000E+05,D,9.76075790,11.65840400,4,2,
Fe,2,653.17864000,2.50000000E+05,D+,9.73591400,11.63355650,6,6,
Fe,1,653.39277000,1.20000000E+06,E,4.55852281,6.45554341,7,5,
Fe,2,653.44714000,4.60000000E+07,B+,11.07565710,12.97251990,4,4,
Fe,2,653.50434000,5.30000000E+05,D+,11.05053420,12.94723090,8,6,
Fe,2,654.02250000,4.50000000E+07,B+,11.09303630,12.98823040,2,2,
Fe,2,654.13672000,3.48000000E+07,B+,11.05053420,12.94539730,8,10,
Fe,2,654.38035000,2.70000000E+07,B+,11.00029940,12.89445710,10,8,
Fe,1,654.62373000,9.06000000E+05,C,2.75857762,4.65203107,7,5,
Fe,2,654.83912000,4.50000000E+07,B+,11.01643430,12.90926500,8,6,
Fe,2,655.06310000,1.96000000E+07,B+,11.04940380,12.94158730,6,8,
Fe,2,655.07962000,1.33000000E+07,C+,10.93009680,12.82223250,4,2,
Fe,2,655.08598000,1.47000000E+07,B+,11.08969910,12.98181650,6,8,
Fe,2,655.23307000,7.30000000E+06,C,11.07565710,12.96734970,4,4,
Fe,2,655.45466000,1.87000000E+07,B+,11.05053420,12.94158730,8,8,
Fe,2,655.63138000,2.50000000E+07,C+,10.93405070,12.82459410,2,2,
Fe,2,655.95113000,7.00000000E+04,D,7.11806748,9.00768930,6,8,
Fe,2,656.11037000,7.60000000E+06,C+,11.11220170,13.00136490,4,4,
Fe,2,656.53802000,6.10000000E+07,B+,11.00029940,12.88823210,10,10,
Fe,1,656.92138000,6.00000000E+06,D,4.73314079,6.61997175,7,9,
Fe,2,657.14221000,6.90000000E+07,B+,11.00029940,12.88649630,10,12,
Fe,2,657.34923000,1.30000000E+05,D,7.11806748,9.00367040,6,6,
Fe,1,657.42263000,3.06000000E+02,B+,0.99011115,2.87550352,5,5,
Fe,1,657.50154000,4.30000000E+04,C+,2.58810592,4.47327202,7,7,
Fe,2,657.61416000,4.10000000E+05,D+,10.93405070,12.81889390,2,4,
Fe,1,658.12089000,3.58000000E+02,C+,1.48486439,3.36825640,9,9,
Fe,1,659.29121000,7.37000000E+05,C+,2.72754450,4.60759327,9,7,
Fe,1,659.38692000,5.28000000E+04,B,2.43269470,4.31247059,11,11,
Fe,1,659.75589000,2.00000000E+06,E,4.79546566,6.67419029,5,7,
Fe,2,660.00246000,3.78000000E+07,B+,11.01643430,12.89445710,8,8,
Fe,1,660.91094000,3.45000000E+04,C+,2.55917148,4.43461275,9,9,
Fe,2,660.96713000,6.60000000E+06,C+,10.90883240,12.78411420,6,4,
Fe,2,661.84356000,2.80000000E+05,D+,9.76075790,11.63355650,4,6,
Fe,2,662.19744000,1.72000000E+07,B+,11.01643430,12.88823210,8,10,
Fe,1,662.50212000,2.34000000E+02,B+,1.01105568,2.88199261,3,3,
Fe,2,662.72377000,2.60000000E+05,D+,7.27368170,9.14399280,8,10,
Fe,2,663.06733000,2.60000000E+04,D,11.18481450,13.05415660,12,14,
Fe,1,663.37483000,3.44000000E+06,C+,4.55852281,6.42699840,7,7,
Fe,2,664.30582000,3.40000000E+06,D+,10.90883240,12.77468940,6,4,
Fe,2,664.76867000,7.90000000E+06,C+,10.90883240,12.77339030,6,6,
Fe,1,664.80793000,3.64000000E+01,B+,1.01105568,2.87550352,3,5,
Fe,2,665.09798000,1.30000000E+05,D,7.12826481,8.99189960,4,4,
Fe,1,666.34408000,4.98000000E+05,B,2.42419831,4.28434800,3,1,
Fe,2,666.44745000,9.00000000E+06,C+,11.04940380,12.90926500,6,6,
Fe,1,666.77099000,1.66000000E+05,C+,4.58438864,6.44334733,7,7,
Fe,1,667.79848000,6.34000000E+05,B,2.69240763,4.54850612,11,9,
Fe,2,667.88338000,2.40000000E+07,C+,10.93009680,12.78595940,4,2,
Fe,2,667.97432000,5.30000000E+06,C+,10.90883240,12.76444230,6,6,
Fe,2,668.54806000,1.11000000E+07,C+,10.93009680,12.78411420,4,4,
Fe,2,668.68736000,6.60000000E+06,D+,11.43451080,13.28814200,4,2,
Fe,2,669.30933000,1.00000000E+06,D+,10.93405070,12.78595940,2,2,
Fe,2,669.32317000,2.10000000E+05,D,7.12826481,8.98013520,4,2,
Fe,1,669.91409000,1.68000000E+05,C+,4.59311043,6.44334733,9,7,
Fe,2,670.15480000,1.10000000E+05,D+,11.01643430,12.86600670,8,10,
Fe,1,670.35656000,1.80000000E+04,D,2.75857762,4.60759327,7,7,
Fe,2,670.88794000,4.10000000E+06,C+,10.90883240,12.75638350,6,8,
Fe,2,671.96397000,6.00000000E+06,C+,10.93009680,12.77468940,4,4,
Fe,2,672.43756000,3.80000000E+06,C+,10.93009680,12.77339030,4,6,
Fe,2,673.20844000,2.80000000E+05,D+,11.25536280,13.09654560,8,6,
Fe,1,673.95201000,3.37000000E+02,C,1.55735733,3.39650880,7,7,
Fe,2,674.88702000,1.30000000E+06,D+,11.20790780,13.04451130,8,10,
Fe,2,674.99966000,4.20000000E+06,C+,11.23778180,13.07407880,6,8,
Fe,1,675.01511000,1.17000000E+05,B,2.42419831,4.26045326,3,3,
Fe,1,675.27067000,3.05000000E+06,B,4.63819369,6.47375371,3,3,
Fe,2,675.43605000,1.40000000E+06,D+,11.16692910,13.00203960,10,10,
Fe,2,675.71778000,2.50000000E+06,D+,10.93009680,12.76444230,4,6,
Fe,1,676.06187000,1.30000000E-01,E,0.85899575,2.69240763,11,11,M1
Fe,2,677.09051000,8.00000000E+06,C+,11.19585100,13.02647750,8,8,
Fe,2,677.72449000,9.40000000E+06,C+,11.44557200,13.27448610,2,4,
Fe,1,678.68581000,2.00000000E+05,E,4.19086081,6.01718438,5,7,
Fe,2,678.71617000,2.30000000E+06,D+,11.27030370,13.09654560,6,6,
Fe,2,679.25221000,1.90000000E+05,D,11.09303630,12.91783700,2,4,
Fe,2,679.25355000,1.86000000E+07,B+,11.21906070,13.04385780,6,6,
Fe,1,679.32579000,7.58000000E+04,B,4.07581091,5.90041395,9,9,
Fe,2,680.31360000,1.89000000E+07,B+,11.23216380,13.05411760,4,4,
Fe,1,680.39990000,1.53000000E+06,B,4.65203107,6.47375371,5,3,
Fe,1,680.42704000,2.46000000E+05,B,4.58438864,6.40603863,7,9,
Fe,1,680.68426000,1.20000000E+05,E,2.72754450,4.54850612,9,9,
Fe,1,681.02619000,2.12000000E+06,C+,4.60695104,6.42699840,5,7,
Fe,2,681.51375000,1.41000000E+07,C+,11.23894810,13.05769340,2,4,
Fe,2,681.51505000,2.90000000E+06,C+,11.14917370,12.96791550,12,12,
Fe,2,681.52472000,7.70000000E+06,C+,11.25536280,13.07407880,8,8,
Fe,2,681.99830000,4.80000000E+05,D+,11.23666450,13.05411760,4,4,
Fe,1,682.03710000,1.50000000E+06,E,4.63819369,6.45554341,3,5,
Fe,2,682.83739000,3.10000000E+05,D+,11.23216380,13.04738360,4,6,
Fe,1,682.85917000,3.70000000E+06,D,4.63819369,6.45335558,3,5,
Fe,1,683.69519000,7.20000000E-02,E,0.91460217,2.72754450,9,9,M1
Fe,1,683.70052000,3.26000000E+05,B,4.59311043,6.40603863,9,9,
Fe,1,683.98296000,7.10000000E+03,E,2.55917148,4.37135106,9,9,
Fe,1,684.13382000,3.40000000E+06,D,4.60695104,6.41873101,5,7,
Fe,2,684.16631000,6.50000000E+07,B+,11.23216380,13.04385780,4,6,
Fe,1,684.26854000,2.40000000E+06,E,4.63819369,6.44961696,3,3,
Fe,1,684.36550000,2.60000000E+06,D,4.54850612,6.35967275,9,7,
Fe,1,685.48233000,1.53000000E+05,B,4.59311043,6.40132623,9,11,
Fe,1,685.51607000,2.86000000E+06,C,4.55852281,6.36664959,7,9,
Fe,2,685.56247000,8.70000000E+06,C+,11.28854120,13.09654560,4,6,
Fe,2,685.78534000,7.30000000E+07,B+,11.21906070,13.02647750,6,8,
Fe,1,685.81479000,3.33000000E+06,C+,4.60759327,6.41493251,7,5,
Fe,2,686.02986000,8.40000000E+06,B+,11.19585100,13.00262360,8,8,
Fe,2,686.09926000,4.60000000E+06,C+,11.43451080,13.24110060,4,6,
Fe,2,686.25167000,5.30000000E+07,B+,11.19585100,13.00203960,8,10,
Fe,2,686.61440000,6.80000000E+06,C+,11.29131110,13.09654560,6,6,
Fe,2,687.07260000,7.00000000E+07,B+,11.16388490,12.96791550,10,12,
Fe,2,687.16994000,1.63000000E+07,B+,11.27030370,13.07407880,6,8,
Fe,2,688.23396000,1.56000000E+07,B+,11.16692910,12.96791550,10,12,
Fe,1,688.45036000,2.80000000E-02,E,0.95815732,2.75857762,7,7,M1
Fe,1,688.57545000,2.10000000E+06,E,4.65203107,6.45212430,5,3,
Fe,2,689.61667000,5.30000000E-03,C,0.23217279,2.02954815,10,8,M1
Fe,2,690.56515000,8.50000000E+07,B+,11.20650180,13.00140860,10,12,
Fe,2,690.63862000,3.90000000E+06,C+,11.20790780,13.00262360,8,8,
Fe,2,690.86342000,1.71000000E+07,B+,11.20790780,13.00203960,8,10,
Fe,1,691.66796000,6.20000000E+05,D,4.15435379,5.94639870,7,9,
Fe,2,692.20266000,8.90000000E+07,B+,11.14917370,12.93983430,12,14,
Fe,2,692.78768000,6.60000000E+07,B+,11.25536280,13.04451130,8,10,
Fe,2,693.20004000,5.90000000E+07,B+,11.30846140,13.09654560,4,6,
Fe,1,694.52038000,9.11000000E+04,B,2.42419831,4.20888328,3,5,
Fe,2,695.26731000,5.20000000E+07,B+,11.29131110,13.07407880,6,8,
Fe,1,696.30211000,8.97000000E+05,C,4.18636440,5.96648265,5,7,
Fe,1,697.19318000,1.25000000E+04,C,3.01762252,4.79546566,7,5,
Fe,1,697.20796000,2.60000000E-02,E,0.91460217,2.69240763,9,11,M1
Fe,2,697.57550000,1.92000000E+07,B+,11.27002450,13.04689330,4,4,
Fe,1,697.88502000,1.44000000E+05,B,2.48437256,4.26045326,1,3,
Fe,2,698.73956000,2.69000000E+07,B+,11.20790780,12.98181650,8,8,
Fe,1,699.98831000,4.70000000E+05,D,4.10337372,5.87411777,9,9,
Fe,1,700.06145000,8.00000000E+04,C,4.14264893,5.91320801,7,7,
Fe,1,700.52511000,3.20000000E-02,E,0.95815732,2.72754450,7,9,M1
Fe,1,700.88983000,2.20000000E-02,E,0.99011115,2.75857762,5,7,M1
Fe,1,701.62344000,3.30000000E-02,E,1.48486439,3.25148176,9,7,M1
Fe,1,701.63901000,1.20000000E+06,D,4.15435379,5.92093198,7,7,
Fe,1,702.29520000,1.70000000E+06,D,4.19086081,5.95578840,5,5,
Fe,1,702.40617000,9.30000000E+04,D+,4.07581091,5.84045966,9,9,
Fe,1,702.46407000,2.25000000E+06,C,4.55852281,6.32302612,7,5,
Fe,2,703.02405000,3.30000000E+04,E,11.44377490,13.20687270,10,8,
Fe,1,703.82200000,2.50000000E+06,D,4.21758325,5.97868220,3,3,
Fe,2,703.97336000,3.24000000E+07,B+,11.23778180,12.99850210,6,4,
Fe,1,706.84088000,8.99000000E+05,D,4.07581091,5.82938837,9,7,
Fe,1,709.03841000,3.00000000E+06,D,4.23053960,5.97868220,1,3,
Fe,2,709.39623000,8.20000000E+06,B+,11.25536280,13.00262360,8,8,
Fe,1,710.74595000,1.20000000E+06,D,4.18636440,5.93030716,5,5,
Fe,1,711.21675000,1.93000000E+04,D+,2.99035244,4.73314079,9,7,
Fe,2,712.74218000,8.90000000E+06,B+,11.14917370,12.88823210,12,10,
Fe,2,712.80896000,1.15000000E+07,B+,11.20650180,12.94539730,10,10,
Fe,1,713.09206000,4.10000000E+06,D,4.21758325,5.95578840,3,5,
Fe,1,713.29863000,3.43000000E+05,D+,4.07581091,5.81351269,9,9,
Fe,2,713.45430000,3.04000000E+07,B+,11.14917370,12.88649630,12,12,
Fe,2,715.51742000,1.46000000E-01,C+,0.23217279,1.96448604,10,10,M1
Fe,2,717.19985000,5.51000000E-02,C+,0.30129858,2.02954815,8,8,M1
Fe,1,718.73165000,8.36000000E+06,C+,4.10337372,5.82793998,9,11,
Fe,1,718.91482000,3.66000000E+04,D+,3.07133880,4.79546566,3,5,
Fe,1,720.71116000,9.82000000E+05,C,4.07581091,5.79564049,9,7,
Fe,2,722.23913000,2.50000000E+04,E,3.88869686,5.60488800,4,2,
Fe,1,722.36573000,1.13000000E+05,D+,3.01725044,4.73314079,5,7,
Fe,2,722.44777000,2.80000000E+04,E,3.88919250,5.60488800,2,2,
Fe,1,729.28294000,1.10000000E+06,C,4.55852281,6.25813812,7,9,
Fe,2,730.15642000,2.10000000E+03,E,3.89161339,5.58919550,6,6,
Fe,2,730.48384000,3.00000000E+05,D+,8.93220100,10.62902230,4,4,
Fe,1,730.79307000,5.25000000E+05,C+,4.14264893,5.83875215,7,7,
Fe,1,731.64666000,2.00000000E-02,E,1.55735733,3.25148176,7,7,M1
Fe,1,732.06799000,9.67000000E+05,C,4.55852281,6.25167222,7,9,
Fe,2,732.06575000,1.40000000E+04,E,3.89161339,5.58476799,6,4,
Fe,1,732.12106000,1.10000000E-02,E,1.60789577,3.30092244,5,5,M1
Fe,2,738.81673000,4.21000000E-02,C+,0.35186476,2.02954815,6,8,M1
Fe,2,739.77375000,7.50000000E+06,B+,11.19585100,12.87136400,8,8,
Fe,1,740.16827000,1.80000000E+06,C,4.18636440,5.86098438,5,3,
Fe,2,741.13747000,3.30000000E+05,D+,10.93657930,12.60900940,8,10,
Fe,2,741.60221000,3.80000000E+06,C+,11.01643430,12.68781630,8,6,
Fe,1,741.86664000,1.02000000E+06,C+,4.14264893,5.81343520,7,5,
Fe,2,742.12250000,9.00000000E+05,D+,11.07565710,12.74586730,4,6,
Fe,2,742.23479000,5.80000000E+06,C+,11.23778180,12.90773940,6,8,
Fe,2,743.56203000,1.30000000E+05,D,11.38714090,13.05411760,4,4,
Fe,2,743.95484000,1.80000000E+06,D+,11.38802100,13.05411760,2,4,
Fe,1,743.95839000,1.60000000E-02,E,1.60789577,3.27398440,5,3,M1
Fe,2,744.36043000,1.60000000E+06,D+,11.30733110,12.97251990,2,4,
Fe,2,744.71619000,8.50000000E+06,C+,11.04940380,12.71379710,6,4,
Fe,2,744.93297000,1.70000000E+04,C,3.88869686,5.55260578,4,6,
Fe,2,745.13571000,2.60000000E+06,C+,11.20790780,12.87136400,8,8,
Fe,2,745.14888000,3.90000000E+05,D+,10.98680060,12.65022740,10,8,
Fe,2,745.25611000,4.77000000E-02,C+,0.30129858,1.96448604,8,10,M1
Fe,2,745.26381000,7.00000000E+05,D+,11.43337530,13.09654560,4,6,
Fe,2,746.24100000,2.70000000E+04,E,3.89161339,5.55260578,6,6,
Fe,2,746.32329000,3.80000000E+04,D,11.38714090,13.04795010,4,6,
Fe,2,746.67876000,9.00000000E+04,D,11.30733110,12.96734970,2,4,
Fe,2,746.89381000,5.60000000E+06,C+,11.23778180,12.89732250,6,6,
Fe,2,747.04160000,5.20000000E+06,B+,11.19585100,12.85506330,8,10,
Fe,2,747.54328000,1.00000000E+06,D+,11.20790780,12.86600670,8,10,
Fe,2,747.56122000,4.90000000E+06,C+,11.30733110,12.96539020,2,4,
Fe,2,747.97002000,3.00000000E+03,E,3.89161339,5.54876624,6,8,
Fe,2,748.07116000,4.50000000E+05,D+,11.30846140,12.96539020,4,4,
Fe,2,749.44011000,1.00000000E+06,D+,11.25536280,12.90926500,8,6,
Fe,2,749.46814000,6.20000000E+06,C+,11.30338350,12.95722380,8,6,
Fe,2,749.56266000,1.96000000E+07,B+,9.70023960,11.35387140,8,6,
Fe,2,749.66934000,1.46000000E+07,C+,11.07565710,12.72905360,4,2,
Fe,2,750.65436000,1.11000000E+07,C+,9.73591400,11.38714090,6,4,
Fe,2,750.90092000,1.84000000E+06,C+,11.30338350,12.95406820,8,8,
Fe,2,751.06622000,2.00000000E+06,D+,11.27002450,12.92034600,4,6,
Fe,2,751.08681000,1.20000000E+06,D+,11.29131110,12.94158730,6,8,
Fe,1,751.10182000,1.35000000E+07,B,4.17769679,5.82793998,11,11,
Fe,2,751.19331000,2.90000000E+05,D+,11.27030370,12.92034600,6,6,
Fe,2,751.24530000,3.50000000E+06,C+,11.00029940,12.65022740,10,8,
Fe,2,751.31762000,2.91000000E+07,B+,9.65361430,11.30338350,10,8,
